h_booking_id,booking_datetime,checkin_date,checkout_date,hotel_id,hotel_country_code,hotel_live_date,hotel_star_rating,accommadation_type_name,charge_option,h_customer_id,customer_nationality,guest_is_not_the_customer,guest_nationality_country_name,no_of_adults,no_of_children,no_of_extra_bed,no_of_room,origin_country_code,language,original_selling_amount,original_payment_method,original_payment_type,original_payment_currency,is_user_logged_in,cancellation_policy_code,is_first_booking,request_nonesmoke,request_latecheckin,request_highfloor,request_largebed,request_twinbeds,request_airport,request_earlycheckin,cancellation_datetime,hotel_area_code,hotel_brand_code,hotel_chain_code,hotel_city_code
8810253619534958103,2018-08-05 17:38:00,2018-08-17 00:00:00,2018-08-20 00:00:00,289570,TH,2011-10-31 17:02:00,4.0,Hotel,Pay Now,4078190506217720020,India,0,India,2,0,0,1,IN,English / India,120.66,MasterCard,Credit Card,INR,False,365D100P_100P,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2213,324.0,290.0,447
4912985553660637578,2018-07-26 13:42:00,2018-08-10 00:00:00,2018-08-12 00:00:00,337280,TW,2012-06-20 17:30:00,2.0,Hotel,Pay Now,4426549311833230030,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,125.88,Visa,Credit Card,TWD,True,14D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,5193,,,950
-2884888015303905495,2018-06-28 14:44:00,2018-07-21 00:00:00,2018-07-22 00:00:00,2262064,VN,2017-06-02 10:57:00,3.5,Hotel,Pay Now,6845117927065550041,South Korea,1,South Korea,2,0,0,1,KR,Korean,34.79,MasterCard,Credit Card,KRW,False,7D100P_100P,False,,,,,,,,,5293,,,794
4523569378343467895,2018-09-01 00:25:00,2018-09-04 00:00:00,2018-09-06 00:00:00,344574,VN,2012-08-09 10:42:00,4.5,Resort,Pay Now,353217371004130035,Vietnam,1,Vietnam,2,0,0,1,VN,Vietnamese,179.34,Visa,Credit Card,VND,True,365D100P_100P,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,3435,,,582
2073833005289629642,2018-06-11 16:48:00,2018-09-06 00:00:00,2018-09-07 00:00:00,1083304,JP,2016-10-19 15:58:00,4.0,Hotel,Pay Later,6121166850046570032,China,0,China,2,0,0,1,CN,S.Chinese / Mainland,145.47,Visa,Credit Card,USD,True,1D1N_1N,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-06-11,4861,127.0,197.0,1403
-2248528931925671833,2018-08-29 14:00:00,2018-09-05 00:00:00,2018-09-09 00:00:00,90440,TH,2009-06-28 02:02:00,4.0,Hotel,Pay Now,8606140737815900073,Japan,0,Japan,1,0,0,1,JP,Japanese,435.72,American Express,Credit Card,JPY,True,365D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3747,,,2477
-492927432454083088,2018-06-14 17:21:00,2018-07-19 00:00:00,2018-07-24 00:00:00,178638,TH,2010-03-31 08:37:00,3.5,Hotel,Pay Later,1470832849875280067,United Kingdom,0,United Kingdom,5,0,1,1,TH,English,869.03,Visa,Credit Card,GBP,False,7D1N_100P,True,,,,,,,,2018-06-24,4771,,,627
5493558079168545698,2018-09-08 08:31:00,2018-09-28 00:00:00,2018-09-30 00:00:00,412692,KH,2013-02-13 10:04:00,4.0,Hotel,Pay Now,3232955330307280039,Singapore,0,Singapore,2,0,0,1,SG,English,63.7,Visa,Credit Card,SGD,True,365D100P_100P,False,,,,,,,,,5780,70.0,226.0,2402
-3404635832068891866,2018-07-14 05:38:00,2018-07-14 00:00:00,2018-07-15 00:00:00,4907810,MY,2018-04-13 13:40:00,2.0,Hotel,Pay Now,4166743845743780070,Malaysia,0,Malaysia,2,0,0,1,MY,English,26.05,MasterCard,Credit Card,MYR,False,3D1N_1N,True,,,,,,,,,1930,,,2797
5319258272594620860,2018-07-24 19:52:00,2018-07-29 00:00:00,2018-07-31 00:00:00,186871,TH,2010-06-19 07:38:00,4.0,Hotel,Pay Now,5258412409111180057,Thailand,1,Thailand,2,0,0,1,TH,Japanese,122.0,Visa,Credit Card,JPY,False,365D100P_100P,False,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,967,,,1650
1743634274512070597,2018-07-02 20:29:00,2018-08-23 00:00:00,2018-08-26 00:00:00,2150639,TW,2017-04-05 10:47:00,5.0,Hotel,Pay Now,7631977075067650004,South Korea,0,South Korea,3,0,0,1,KR,Korean,374.96,Visa,Credit Card,KRW,True,7D1N_100P,False,,,,,,,,,4111,,,162
6661264910577215518,2018-07-15 20:44:00,2018-07-16 00:00:00,2018-07-17 00:00:00,1193121,ID,2016-04-12 16:57:00,2.5,Guest House / Bed & Breakfast,Pay Now,1172003530083010033,China,0,China,2,0,0,1,TH,S.Chinese / Mainland,17.1,Visa,Credit Card,CNY,True,365D100P_100P,False,,,,,,,,,5442,,,2066
4631008526903940759,2018-03-01 14:29:00,2018-07-02 00:00:00,2018-07-03 00:00:00,3602139,JP,2017-12-04 07:35:00,5.0,Hotel,Pay Now,1441587724259610085,Taiwan,0,Taiwan,2,2,0,1,TW,T. Chinese / Taiwan,215.7,American Express,Credit Card,TWD,True,1D20P_100P,True,,,,,,,,,362,,,1604
7051347315725117483,2018-07-31 10:35:00,2018-07-31 00:00:00,2018-08-02 00:00:00,1986276,US,2017-10-09 21:38:00,4.0,Hotel,Pay Now,4779500351618890048,United States of America,1,United States,2,0,0,1,US,English,555.5,MasterCard,Credit Card,USD,False,2D1N_1N,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1692,,,2023
8649062748933221094,2018-06-09 13:32:00,2018-07-21 00:00:00,2018-07-22 00:00:00,1270823,TW,2016-09-08 01:18:00,3.0,Hotel,Pay Later,5813069920677080010,Taiwan,0,Taiwan,1,0,0,1,TW,T.Chinese / Hongkong,41.81,Visa,Credit Card,TWD,True,3D1N_1N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-09,1100,,,135
7909617925147609777,2017-10-08 00:14:00,2018-07-08 00:00:00,2018-07-11 00:00:00,253108,HU,2011-02-15 07:16:00,3.0,Hostel,Pay Later,7558948256967220035,South Korea,0,South Korea,2,0,0,1,KR,Korean,98.13,MasterCard,Credit Card,KRW,False,1D1N_1N,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-08,2765,,,1736
2137959903098548601,2018-08-28 12:55:00,2018-09-07 00:00:00,2018-09-08 00:00:00,1637047,TW,2016-12-17 13:11:00,4.0,Hotel,Pay Later,4723962077001280075,Taiwan,1,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,104.24,MasterCard,Credit Card,TWD,True,7D1N_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,4903,,,135
2178315654185053902,2018-08-10 23:51:00,2018-09-08 00:00:00,2018-09-09 00:00:00,842703,KR,2015-01-27 15:40:00,1.0,Guest House / Bed & Breakfast,Pay Later,8642388287434110046,South Korea,0,South Korea,1,0,0,1,KR,Korean,47.94,MasterCard,Credit Card,KRW,True,7D1N_100P,False,,,,,,,,2018-08-13,4371,,,2799
4075874010455691382,2018-04-23 21:46:00,2018-08-17 00:00:00,2018-08-24 00:00:00,193927,CN,2010-12-02 07:09:00,4.0,Hotel,Pay Later,2175892846840980087,United Kingdom,0,United Kingdom,2,0,0,1,AE,English / United Kingdom,576.17,Visa,Credit Card,AED,True,1D1N_1N,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-19,571,,,573
4475389788626531931,2018-09-18 12:29:00,2018-09-28 00:00:00,2018-09-29 00:00:00,4846263,TW,2018-05-29 08:25:00,3.0,Hotel,Pay Later,8413939973868690087,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,62.69,Visa,Credit Card,TWD,True,3D100P_100P,False,,,,,,,,2018-09-22,5250,,,2162
-1162955902083039251,2018-09-18 23:44:00,2018-09-22 00:00:00,2018-09-24 00:00:00,478705,IL,2014-04-03 08:05:00,0.0,Hotel,Pay Later,5804677448403380082,Israel,0,Israel,2,0,0,1,IL,Hebrew,885.29,MasterCard,Credit Card,ILS,False,1D1N_1N,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2890,,,521
8209227787267244073,2018-08-23 18:18:00,2018-09-07 00:00:00,2018-09-09 00:00:00,577806,IT,2016-09-07 16:37:00,0.0,Guest House / Bed & Breakfast,Pay Now,3907977285143280052,Sweden,0,Sweden,2,0,0,1,SE,Swedish,279.28,MasterCard,Credit Card,SEK,False,365D100P_100P,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3100,,,2183
-6621872539251777929,2018-08-11 23:10:00,2018-09-20 00:00:00,2018-09-21 00:00:00,1274982,TH,2016-08-03 18:02:00,5.0,Resort,Pay Now,3245443163070410051,Thailand,0,Thailand,4,0,0,2,TH,Thai,142.36,Visa,Credit Card,THB,True,365D100P_100P,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,3345,,,947
524385713477829901,2018-03-26 04:43:00,2018-07-19 00:00:00,2018-07-20 00:00:00,628429,US,2014-05-26 17:55:00,2.0,Motel,Pay Now,8919751231042550020,France,0,France,8,0,0,2,FR,French,164.0,Visa,Credit Card,EUR,True,1D100P,True,,,,,,,,2018-04-07,2696,,,1468
-3233987322584617416,2018-07-27 18:40:00,2018-07-27 00:00:00,2018-07-28 00:00:00,625402,TH,2014-07-09 17:42:00,3.0,Resort,Pay Now,5093054317079030022,Thailand,0,Thailand,2,0,0,1,TH,Thai,17.43,MasterCard,Credit Card,THB,False,7D1N_100P,True,,,,,,,,,5643,,,246
5109128739292109743,2018-08-28 14:42:00,2018-09-07 00:00:00,2018-09-13 00:00:00,11154,DE,2012-07-18 14:26:00,3.5,Hotel,Pay Later,3674775765981470095,Taiwan,0,Taiwan,2,0,0,1,CN,English,1701.58,American Express,Credit Card,TWD,True,1D1N_1N,False,,,,,,,,,298,593.0,296.0,2169
-1584256849768845211,2018-06-30 10:38:00,2018-07-21 00:00:00,2018-07-23 00:00:00,906337,TH,2015-04-08 18:04:00,1.5,Hostel,Pay Now,7102693151299760070,Thailand,0,Thailand,1,0,0,1,TH,Thai,18.04,Visa,Credit Card,THB,False,1D1N_1N,True,,,,,,,,,1709,,,1636
-3414464109986709221,2018-02-19 01:30:00,2018-08-17 00:00:00,2018-08-23 00:00:00,932051,JP,2015-10-06 16:00:00,4.0,Hotel,Pay Now,5734152002075570031,Macau,1,Macau,2,2,0,1,MO,T.Chinese / Hongkong,1209.0,American Express,Credit Card,HKD,True,365D100P_100P,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,945,193.0,344.0,1403
-2366068422170174779,2018-07-18 21:33:00,2018-08-08 00:00:00,2018-08-21 00:00:00,557960,MM,2013-12-26 09:02:00,4.0,Hotel,Pay Now,1314647928217520042,Myanmar,1,Myanmar,2,0,0,1,MM,English,740.74,Visa,Credit Card,USD,False,3D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,653,,,1549
-7704125949809326414,2018-09-21 09:32:00,2018-09-27 00:00:00,2018-09-28 00:00:00,178251,JP,2010-03-20 08:44:00,3.0,Hotel,Pay Now,7644831254289020085,South Korea,0,South Korea,1,0,0,1,KR,Korean,50.31,Visa,Credit Card,KRW,True,3D1N_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-21,3481,619.0,636.0,2048
-5132480268713138580,2018-06-25 12:23:00,2018-09-23 00:00:00,2018-09-24 00:00:00,1631671,JP,2016-12-01 05:40:00,4.0,Resort,Pay Now,20718924380570063,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,147.02,Visa,Credit Card,TWD,True,9D10P_1D20P_100P,False,,,,,,,,,1366,730.0,28.0,2187
4968999869313599529,2018-01-10 06:33:00,2018-07-22 00:00:00,2018-07-24 00:00:00,186550,JP,2010-05-28 08:38:00,3.0,Hotel,Pay Later,8114334466612150086,South Korea,0,South Korea,1,0,0,1,KR,Korean,334.84,Visa,Credit Card,KRW,True,1D1N_1N,False,,,,,,,,2018-05-31,3760,127.0,197.0,2260
-7437585375442808832,2018-06-29 16:43:00,2018-07-02 00:00:00,2018-07-06 00:00:00,3027506,US,2017-10-30 10:11:00,2.5,Hotel,Pay Now,6405799051190120020,United States of America,0,United States,2,0,0,1,US,English,305.96,Visa,Credit Card,USD,False,UNKNOWN,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2754,789.0,296.0,980
-8441022275971185387,2018-08-04 04:13:00,2018-08-04 00:00:00,2018-08-05 00:00:00,295134,PH,2012-01-10 11:23:00,3.5,Resort,Pay Now,3466254284365040088,Philippines,1,Philippines,2,0,0,1,PH,English,35.23,MasterCard,Credit Card,PHP,True,30D50P_14D100P_100P,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3197,,,1405
-3827769088950209961,2018-09-20 19:18:00,2018-09-21 00:00:00,2018-09-22 00:00:00,255732,TW,2011-03-08 07:18:00,3.5,Hotel,Pay Now,7734258437902740044,UNKNOWN,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,30.19,Visa,Credit Card,TWD,True,365D100P_100P,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2954,,,135
7039454725266060985,2018-03-21 11:03:00,2018-07-17 00:00:00,2018-07-18 00:00:00,49780,ID,2009-09-01 12:25:00,0.0,Hotel,Pay Later,4832058619790840009,Australia,0,Australia,2,0,0,1,AU,English,75.05,Visa,Credit Card,AUD,False,3D100P_100P,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018-06-05,2229,,,1816
3922992524743881134,2018-06-03 09:20:00,2018-07-19 00:00:00,2018-07-20 00:00:00,2348364,GR,2017-06-12 16:45:00,5.0,Hotel,Pay Now,5108747181147390079,Hong Kong,0,Hong Kong,2,0,0,1,JP,English,282.98,American Express,Credit Card,HKD,True,3D100P_100P,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,2377,,,1481
267814199517280713,2018-08-02 18:59:00,2018-09-09 00:00:00,2018-09-10 00:00:00,1158175,JP,2016-01-08 12:08:00,2.0,Love Hotel,Pay Later,3280248565560810015,Malaysia,0,Malaysia,2,0,0,1,MY,English,34.2,MasterCard,Credit Card,MYR,True,3D100P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-06,4845,,,1513
-4545640591792248643,2018-08-29 22:49:00,2018-08-31 00:00:00,2018-09-01 00:00:00,337419,MY,2012-06-26 10:03:00,5.0,Hotel,Pay Now,427029367235280045,Malaysia,1,Malaysia,2,0,0,1,MY,English,157.3,Visa,Credit Card,MYR,True,2D1N_1N,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1917,921.0,86.0,2797
-5336843076491769712,2018-08-18 00:47:00,2018-08-20 00:00:00,2018-08-21 00:00:00,2678583,TW,2017-09-02 08:12:00,0.0,Motel,Pay Now,1869240746032320065,UNKNOWN,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,35.76,UNKNOWN,Credit Card,TWD,True,365D50P,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1309,,,2093
-8362411366065036443,2018-08-24 21:24:00,2018-08-27 00:00:00,2018-08-28 00:00:00,487991,MY,2013-06-26 10:12:00,2.0,Hotel,Pay Now,4050792690380670000,Singapore,0,Singapore,2,0,0,1,SG,Japanese,29.18,Visa,Credit Card,SGD,True,1D1N_1N,False,,,,,,,,,1845,,,1315
-7293907911857158399,2018-08-02 01:59:00,2018-08-02 00:00:00,2018-08-03 00:00:00,1177978,TH,2016-06-28 11:03:00,1.0,Guest House / Bed & Breakfast,Pay Now,635742665239380053,Australia,0,Australia,2,0,0,1,TH,English,20.3,PayPal,Credit Card,THB,True,365D100P_100P,False,,,,,,,,,3747,,,2477
4575858050228352693,2018-05-21 11:12:00,2018-07-01 00:00:00,2018-07-04 00:00:00,1177510,ID,2016-04-15 09:08:00,3.0,Hotel,Pay Later,8928288416507150031,Malaysia,0,Malaysia,2,0,0,1,MY,English,81.9,MasterCard,Credit Card,MYR,True,1D1N_1N,False,,,,,,,,2018-06-06,4443,,,2216
4687168315447619830,2018-07-04 19:54:00,2018-07-06 00:00:00,2018-07-07 00:00:00,3083338,MY,2017-11-02 12:50:00,3.0,Hotel,Pay Now,2406075337253160012,Malaysia,0,Malaysia,2,0,0,1,MY,English,197.76,MasterCard,Credit Card,MYR,False,3D100P,False,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,741,,,2378
-4817850940284196584,2018-07-31 12:16:00,2018-07-31 00:00:00,2018-08-03 00:00:00,3080760,TH,2017-11-02 12:36:00,3.5,Hotel,Pay Now,197063093062410058,Malaysia,0,Malaysia,1,0,0,1,PH,English,250.9,Visa,Credit Card,MYR,True,1D100P,False,,,,,,,,2018-08-01,4785,816.0,386.0,2477
-2080565223365035641,2018-07-22 16:52:00,2018-07-25 00:00:00,2018-07-26 00:00:00,10770,TH,2013-04-24 10:11:00,4.5,Resort,Pay Now,2172861495123710072,United States of America,0,United States,2,0,0,1,TH,English,119.61,MasterCard,Credit Card,USD,False,1D100P_100P,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,5414,334.0,537.0,627
-512776659982742090,2018-08-09 09:48:00,2018-08-09 00:00:00,2018-08-10 00:00:00,1618585,MY,2016-12-16 10:19:00,4.0,Hotel,Pay Now,7155823619654430008,Malaysia,1,Malaysia,2,0,0,1,MY,English,33.01,Visa,Credit Card,MYR,True,1D100P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2221,,,1315
-3874330113777637880,2018-07-07 19:05:00,2018-08-02 00:00:00,2018-08-03 00:00:00,42958,KR,2009-12-05 08:12:00,5.0,Hotel,Pay Now,2459068222084220062,South Korea,0,South Korea,2,0,0,1,KR,Korean,231.53,MasterCard,Credit Card,KRW,False,365D100P_100P,False,,,,,,,,,1240,,366.0,731
3817938968024018130,2018-04-23 18:10:00,2018-08-02 00:00:00,2018-08-05 00:00:00,552014,TW,2013-12-18 17:32:00,2.0,Guest House / Bed & Breakfast,Pay Later,7359322527292030086,Taiwan,0,Taiwan,4,0,0,2,TW,T. Chinese / Taiwan,236.5,Visa,Credit Card,TWD,True,21D1N_14D100P_100P,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4161,,,96
2257927018456009287,2018-04-11 22:07:00,2018-08-19 00:00:00,2018-08-20 00:00:00,1629394,JP,2016-12-01 04:51:00,4.0,Hotel,Pay Now,4771761433504990086,Hong Kong,1,Hong Kong,2,0,0,1,HK,English,201.67,American Express,Credit Card,HKD,True,1D20P_100P,False,,,,,,,,2018-04-26,1236,,,1572
-3682029153157818277,2018-03-21 22:14:00,2018-07-23 00:00:00,2018-07-30 00:00:00,400621,ID,2012-10-08 16:24:00,3.0,Hotel,Pay Now,485462140619770013,Singapore,0,Singapore,2,0,0,1,SG,English,192.49,MasterCard,Credit Card,SGD,False,1D1N_1N,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-03-25,4294,168.0,297.0,2216
-3375875437805884497,2018-07-01 14:39:00,2018-07-01 00:00:00,2018-07-02 00:00:00,489193,TH,2013-07-15 11:51:00,4.0,Resort,Pay Now,6885744009226110031,Thailand,0,Thailand,2,0,0,1,TH,Thai,46.73,Tesco Lotus,Credit Card,THB,False,1D1N_1N,True,,,,,,,,,1516,,,1577
-184309937175986019,2018-08-16 00:17:00,2018-08-16 00:00:00,2018-08-17 00:00:00,6452,HK,2009-06-28 02:02:00,4.0,Hotel,Pay Now,3476281626457240062,China,1,China,1,0,0,1,CN,S.Chinese / Mainland,228.56,UNKNOWN,Invoice,CNY,False,3D1N_1N,False,,,,,,,,,1192,,,142
5604458326829770296,2018-06-04 22:03:00,2018-09-03 00:00:00,2018-09-04 00:00:00,1631038,JP,2016-12-01 05:26:00,3.0,Ryokan,Pay Now,8598858142790110063,Hong Kong,0,Hong Kong,1,0,0,1,HK,T.Chinese / Hongkong,176.93,Visa,Credit Card,HKD,True,3D20P_2D20P_50P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-06-04,5438,,,63
-2750009174539166152,2018-07-08 13:59:00,2018-07-10 00:00:00,2018-07-12 00:00:00,5184076,ID,2018-06-26 01:38:00,4.0,Hotel,Pay Now,514824846136190002,United States of America,0,United States,2,0,0,1,ID,English,76.92,American Express,Credit Card,USD,False,365D100P_100P,False,,,,,,,,,5670,110.0,601.0,1816
2429529176538612719,2018-06-05 21:40:00,2018-09-01 00:00:00,2018-09-02 00:00:00,1638594,JP,2016-12-16 11:15:00,3.5,Hotel,Pay Now,8598858142790110063,Hong Kong,0,Hong Kong,1,0,0,1,HK,T.Chinese / Hongkong,84.73,Visa,Credit Card,HKD,True,1D20P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4975,466.0,236.0,183
-2446330856448479965,2018-09-13 12:20:00,2018-09-22 00:00:00,2018-09-23 00:00:00,98998,TH,2010-08-28 07:14:00,3.5,Hotel,Pay Now,7819555603104610034,China,0,China,2,0,0,1,CN,S.Chinese / Mainland,23.0,UNKNOWN,Invoice,CNY,False,3D1N_1N,True,,,,,,,,,4933,,,2477
-724220804897971369,2018-07-28 09:38:00,2018-07-28 00:00:00,2018-07-29 00:00:00,411949,MY,2013-01-09 10:04:00,3.0,Hotel,Pay Now,586554324733720084,Malaysia,0,Malaysia,2,0,0,1,MY,English,23.77,Visa,Credit Card,MYR,False,365D100P_100P,True,,,,,,,,,1346,,,656
8930691269991651910,2018-05-01 13:21:00,2018-09-01 00:00:00,2018-09-02 00:00:00,63288,PH,2010-09-29 07:07:00,3.5,Hotel,Pay Later,-3014393536468230000,Philippines,1,Philippines,2,0,0,1,PH,English,66.63,Visa,Credit Card,PHP,True,3D100P_1N,False,,,,,,,,,5001,,,2310
-8276796743867718596,2018-09-01 19:07:00,2018-09-02 00:00:00,2018-09-03 00:00:00,75223,VN,2009-06-28 02:02:00,4.0,Resort,Pay Now,9006043617816320064,China,0,China,4,0,0,2,VN,S.Chinese / Mainland,152.9,WeChat,Credit Card,CNY,True,365D100P_100P,False,,,,,,,,,3435,,,582
5662427101101381066,2018-05-13 01:34:00,2018-07-23 00:00:00,2018-07-24 00:00:00,185973,SG,2010-05-12 09:02:00,2.0,Hotel,Pay Later,1402300410807320044,Indonesia,0,Indonesia,2,0,0,1,ID,Indonesian,42.67,Visa,Credit Card,IDR,True,3D1N_100P,False,,,,,,,,,4986,508.0,678.0,437
-4381912756204835021,2018-05-16 19:22:00,2018-08-16 00:00:00,2018-08-19 00:00:00,3780,PT,2010-09-07 07:09:00,3.0,Hotel,Pay Later,4156002530437220043,Italy,1,Italy,2,2,0,1,IT,Italian,348.33,Visa,Credit Card,EUR,True,1D1N_1N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3457,,264.0,1358
6530530452364111949,2018-09-28 18:58:00,2018-09-28 00:00:00,2018-09-29 00:00:00,2156127,TR,2017-04-08 16:11:00,3.0,Hotel,Pay Now,1762924412188730089,Canada,0,Canada,4,0,0,1,TR,English,33.72,PayPal,Credit Card,CAD,True,365D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1081,,,2202
3467031029974057668,2018-08-21 16:13:00,2018-08-23 00:00:00,2018-08-24 00:00:00,132649,FR,2011-02-23 07:17:00,0.0,Hotel,Pay Now,3830225011926010059,Germany,1,Germany,2,2,0,1,DE,German,37.82,PayPal,Credit Card,EUR,False,1D1N_1N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4403,128.0,25.0,755
-7869357921203585351,2018-08-26 18:01:00,2018-09-26 00:00:00,2018-09-27 00:00:00,261445,TW,2011-04-06 19:05:00,3.0,Hotel,Pay Later,5706341059727480031,Hong Kong,0,Malaysia,2,0,0,1,MY,English,35.97,Visa,Credit Card,MYR,True,3D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2287,,,162
8186220345400071663,2018-09-27 08:52:00,2018-09-27 00:00:00,2018-09-28 00:00:00,968602,ID,2015-09-14 17:32:00,2.0,Hotel,Pay Now,4738940957932400016,South Korea,0,South Korea,2,0,0,1,ID,Korean,20.16,Visa,Credit Card,KRW,False,365D100P_100P,False,,,,,,,,,5608,832.0,129.0,1816
-2426468768919135042,2018-08-17 19:11:00,2018-08-17 00:00:00,2018-08-18 00:00:00,292253,MY,2011-11-30 07:57:00,1.5,Hotel,Pay Now,8646505239611990045,Malaysia,1,Malaysia,3,0,0,1,MY,English,21.93,Visa,Credit Card,MYR,False,1D1N_1N,False,,,,,,,,,5240,,,1739
2866142863783642196,2018-09-23 23:14:00,2018-09-28 00:00:00,2018-09-29 00:00:00,47660,CN,2009-06-28 02:02:00,4.0,Hotel,Pay Later,7289571696946380065,Macau,1,Macau,2,0,0,1,MO,T. Chinese / Taiwan,83.46,MasterCard,Credit Card,HKD,True,1D1N_1N,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1260,,,1285
5298914018061132203,2018-09-21 01:41:00,2018-09-21 00:00:00,2018-09-26 00:00:00,1723222,ID,2017-01-17 15:56:00,5.0,Hotel,Pay Now,8289005410716480007,Indonesia,1,Indonesia,2,0,0,1,SG,English,338.65,Visa,Credit Card,SGD,True,365D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,432,110.0,601.0,88
5395354749261660258,2018-07-31 05:32:00,2018-07-31 00:00:00,2018-08-01 00:00:00,238020,MY,2014-08-19 08:04:00,1.0,Hotel,Pay Now,8538821490491310083,Malaysia,0,Malaysia,2,0,0,1,SG,English,12.82,MasterCard,Credit Card,MYR,True,1D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,772,,,1315
239462881318990411,2018-08-17 22:51:00,2018-09-02 00:00:00,2018-09-03 00:00:00,1623605,JP,2016-11-24 00:59:00,5.0,Hotel,Pay Later,3964430771518480005,Japan,0,Japan,2,0,0,1,JP,Japanese,162.27,Visa,Credit Card,JPY,True,1D20P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-08-31,4937,80.0,119.0,1403
-6528737992828903994,2018-08-11 21:29:00,2018-08-18 00:00:00,2018-08-19 00:00:00,77233,KR,2009-09-26 07:57:00,4.0,Serviced Apartment,Pay Now,4239398792866980010,South Korea,0,South Korea,2,0,0,1,KR,Korean,165.46,Visa,Credit Card,KRW,False,3D1N_1N,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-08-14,3612,53.0,471.0,2799
-5601294277182384362,2018-05-20 10:09:00,2018-09-16 00:00:00,2018-09-22 00:00:00,894729,PH,2015-03-31 16:12:00,3.0,Apartment,Pay Now,1805211879012440043,United States of America,0,United States,2,0,0,1,US,English,233.46,PayPal,Credit Card,USD,False,365D100P_100P,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,674,,,2310
6226241261545448629,2018-03-28 13:36:00,2018-08-20 00:00:00,2018-08-25 00:00:00,216207,TH,2010-07-29 07:17:00,3.0,Hotel,Pay Later,9159919747813340011,Turkey,0,Turkey,4,0,0,2,TR,English,192.54,MasterCard,Credit Card,TRY,True,7D50P_100P,False,,,,,,,,2018-04-28,27,,,2180
-5495293544588666187,2018-08-17 16:21:00,2018-08-18 00:00:00,2018-08-19 00:00:00,239769,MY,2010-11-04 07:11:00,4.0,Hotel,Pay Now,1576687001957730052,Singapore,1,Singapore,3,1,0,1,SG,English / United Kingdom,119.44,Visa,Credit Card,SGD,True,3D1N_1N,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4364,,,1315
7492331513291971888,2018-08-06 20:07:00,2018-09-09 00:00:00,2018-09-10 00:00:00,1166065,TW,2016-03-03 14:07:00,3.0,Hotel,Pay Now,1284434456995860081,China,0,China,2,0,0,1,CN,S.Chinese / Mainland,47.21,UNKNOWN,Invoice,CNY,False,3D100P_100P,False,,,,,,,,,2969,,,162
